"clientnum","status","customer_age","gender","dependent_count","education","marital","income_category","card_category","months_on_book","total_relationship_count","months_inactive_12_mon","contacts_count_12_mon","credit_limit","total_revolving_bal","avg_open_to_buy","total_trans_amt","total_trans_ct","avg_utilization_ratio"
778919583,Existing Customer,49,F,0,Graduate,Married,Less than $40K,Blue,30,3,2,0,1604,1112,492,4253,68,0.69
713850783,Existing Customer,56,F,1,College,Married,Unknown,Blue,36,6,2,2,4263,0,4263,4876,70,0.0
814785108,Existing Customer,45,F,1,Graduate,Married,Less than $40K,Blue,40,5,3,2,2493,1655,838,4473,76,0.66
809616108,Attrited Customer,38,F,2,High School,Single,Less than $40K,Blue,33,3,3,3,1568,0,1568,2812,59,0.0
809378133,Existing Customer,43,F,3,Uneducated,Single,Less than $40K,Blue,38,6,1,2,1521,0,1521,4880,79,0.0
779658408,Existing Customer,48,M,2,Graduate,Single,$40K - $60K,Blue,31,6,3,3,3261,1730,1531,4242,65,0.53
717954333,Existing Customer,39,F,2,Unknown,Single,Less than $40K,Blue,25,4,2,1,1781,935,846,5093,77,0.52
737052258,Existing Customer,62,F,1,Unknown,Single,Less than $40K,Blue,55,6,1,1,5284,2517,2767,4525,63,0.48
708108333,Attrited Customer,47,F,3,Graduate,Married,Unknown,Blue,36,3,3,1,5590,0,5590,1507,32,0.0
715047333,Existing Customer,57,F,1,High School,Married,Unknown,Blue,36,5,2,3,1734,980,754,4313,92,0.56
714390858,Existing Customer,48,F,5,Unknown,Single,Unknown,Blue,36,4,2,3,7645,931,6714,5016,73,0.12
717107808,Existing Customer,48,F,1,Uneducated,Unknown,$40K - $60K,Blue,39,6,4,2,1438,1218,220,4600,76,0.85
713564208,Existing Customer,34,F,1,Graduate,Unknown,Less than $40K,Blue,23,4,1,1,2207,1527,680,4159,64,0.69
720357483,Existing Customer,46,F,1,College,Married,Less than $40K,Blue,23,5,2,1,1723,1010,713,4112,82,0.59
803339583,Existing Customer,49,F,2,Post-Graduate,Married,Less than $40K,Blue,44,4,4,2,1644,0,1644,4898,82,0.0
708972783,Attrited Customer,48,F,4,College,Married,Less than $40K,Blue,37,3,2,3,1745,0,1745,2297,44,0.0
710157108,Existing Customer,42,F,3,Graduate,Single,$40K - $60K,Blue,33,6,2,3,3376,1661,1715,4629,75,0.49
721483158,Existing Customer,47,M,3,Graduate,Married,$60K - $80K,Blue,29,4,3,3,7298,0,7298,4512,72,0.0
767553333,Attrited Customer,45,M,3,Graduate,Single,$80K - $120K,Blue,39,1,3,3,8383,0,8383,2600,44,0.0
710436108,Existing Customer,41,M,4,High School,Unknown,$40K - $60K,Blue,29,5,4,2,3600,746,2854,4184,61,0.21
779870883,Existing Customer,45,F,4,High School,Single,$40K - $60K,Blue,29,3,2,1,4595,1781,2814,3746,68,0.39
817188408,Existing Customer,57,M,0,Uneducated,Divorced,$80K - $120K,Blue,39,4,4,3,2795,1832,963,4679,67,0.66
719723658,Existing Customer,49,F,2,Uneducated,Single,Less than $40K,Blue,39,6,1,3,1768,0,1768,4628,90,0.0
806189658,Existing Customer,50,F,2,Uneducated,Single,Less than $40K,Blue,45,4,2,3,1780,893,887,4630,73,0.5
789070233,Existing Customer,51,F,3,Graduate,Divorced,Less than $40K,Blue,39,5,4,3,2987,1764,1223,4339,72,0.59
712013808,Existing Customer,44,F,4,Uneducated,Single,Unknown,Blue,24,6,3,2,2717,1720,997,4196,71,0.63
708602283,Existing Customer,40,F,4,Uneducated,Married,Unknown,Blue,36,3,3,1,2887,0,2887,3941,82,0.0
809452383,Existing Customer,37,F,2,Graduate,Married,Less than $40K,Blue,32,6,1,3,1438,0,1438,4733,89,0.0
714413283,Existing Customer,46,M,3,Unknown,Married,$80K - $120K,Blue,40,6,1,1,10879,860,10019,4629,69,0.08
712407783,Existing Customer,39,F,1,Graduate,Single,Less than $40K,Blue,28,5,3,3,1809,1181,628,4452,83,0.65
720062508,Attrited Customer,38,F,2,Unknown,Married,$40K - $60K,Blue,28,6,2,2,1628,0,1628,2527,41,0.0
717878883,Existing Customer,45,F,3,Unknown,Single,Less than $40K,Blue,36,3,4,0,1438,0,1438,4463,71,0.0
714013983,Attrited Customer,37,F,4,Post-Graduate,Married,Less than $40K,Blue,36,3,3,3,1586,0,1586,2109,41,0.0
753208833,Existing Customer,43,F,5,Uneducated,Married,$40K - $60K,Blue,36,5,3,2,2311,1320,991,3967,71,0.57
721241583,Existing Customer,48,F,3,Graduate,Married,Less than $40K,Blue,43,5,3,2,2109,1205,904,2935,60,0.57
713695158,Existing Customer,51,F,4,Uneducated,Divorced,Less than $40K,Blue,40,5,4,3,1562,1057,505,5019,78,0.68
711540108,Attrited Customer,44,F,4,Doctorate,Unknown,Unknown,Blue,33,5,3,6,1438,0,1438,2316,48,0.0
823878408,Existing Customer,39,M,4,Graduate,Married,$80K - $120K,Blue,35,6,2,1,2981,757,2224,4824,76,0.25
779533983,Existing Customer,47,M,2,College,Divorced,$80K - $120K,Blue,31,3,1,3,5295,723,4572,4412,90,0.14
713583408,Attrited Customer,51,F,4,Graduate,Single,$40K - $60K,Blue,37,2,3,2,4708,920,3788,2179,50,0.2
714037308,Existing Customer,54,M,2,High School,Married,$60K - $80K,Blue,50,3,1,3,2210,1002,1208,4798,86,0.45
715581633,Existing Customer,53,F,3,Unknown,Married,$40K - $60K,Blue,45,4,3,1,1972,0,1972,5085,73,0.0
795684783,Existing Customer,48,M,4,High School,Single,$60K - $80K,Blue,42,5,4,2,2384,1596,788,3149,59,0.67
718645308,Existing Customer,35,M,4,College,Married,Less than $40K,Blue,36,3,3,3,2311,1222,1089,4730,89,0.53
717870108,Existing Customer,46,F,4,Unknown,Unknown,$40K - $60K,Blue,37,6,4,2,1912,1172,740,4841,81,0.61
815515158,Existing Customer,49,F,2,Unknown,Single,$40K - $60K,Blue,44,6,1,3,2147,1402,745,4240,69,0.65
713957283,Attrited Customer,42,F,4,Uneducated,Married,Less than $40K,Blue,23,3,2,3,3214,0,3214,2119,44,0.0
715058433,Existing Customer,43,F,4,Uneducated,Married,Less than $40K,Blue,36,5,3,3,3006,879,2127,5125,87,0.29
794771208,Existing Customer,52,M,3,Unknown,Single,$80K - $120K,Blue,46,5,1,2,2735,1942,793,3724,66,0.71
720180633,Existing Customer,50,M,2,College,Married,$120K +,Blue,36,3,2,3,3390,2385,1005,4128,73,0.7
815539233,Attrited Customer,54,M,4,High School,Single,$80K - $120K,Silver,49,1,3,4,34516,214,34302,1201,22,0.01
778933983,Existing Customer,55,F,0,Uneducated,Unknown,Unknown,Blue,39,4,3,3,11249,2012,9237,3882,55,0.18
717960033,Existing Customer,52,F,1,Graduate,Single,Less than $40K,Blue,44,6,3,1,2484,1495,989,4084,86,0.6
825368658,Existing Customer,40,F,4,High School,Single,Less than $40K,Blue,36,5,5,3,2932,1664,1268,4795,82,0.57
721154208,Existing Customer,60,F,1,Unknown,Married,Less than $40K,Blue,36,3,4,3,2882,2081,801,4933,103,0.72
718572408,Existing Customer,45,F,5,Post-Graduate,Unknown,Less than $40K,Blue,36,5,2,3,2658,694,1964,4774,92,0.26
749571633,Existing Customer,44,F,2,College,Unknown,Unknown,Blue,37,4,3,3,5589,1336,4253,4262,75,0.24
713914683,Existing Customer,44,F,1,Graduate,Single,$40K - $60K,Blue,36,3,4,2,1484,885,599,4819,74,0.6
713301633,Existing Customer,57,F,3,Doctorate,Single,Unknown,Blue,36,5,1,1,1678,1162,516,4402,87,0.69
711399408,Attrited Customer,34,F,2,Graduate,Divorced,Unknown,Blue,25,2,3,4,12373,0,12373,2462,40,0.0
711494208,Existing Customer,52,M,2,Unknown,Married,Less than $40K,Blue,36,3,3,3,2846,1606,1240,5092,86,0.56
711716133,Attrited Customer,42,F,3,High School,Married,$40K - $60K,Blue,34,6,3,1,1585,1381,204,2360,40,0.87
713906508,Existing Customer,42,F,3,Unknown,Single,Less than $40K,Blue,36,6,3,3,2837,834,2003,3892,69,0.29
708768258,Existing Customer,51,F,4,Doctorate,Married,Less than $40K,Blue,43,6,1,2,2066,1077,989,4678,91,0.52
719538183,Existing Customer,47,M,1,High School,Married,$60K - $80K,Blue,36,4,4,3,20789,0,20789,4105,67,0.0
718957083,Existing Customer,48,F,1,Graduate,Single,Less than $40K,Blue,35,5,2,2,1449,0,1449,4797,88,0.0
720872433,Attrited Customer,39,F,1,Uneducated,Single,$40K - $60K,Blue,28,5,3,6,3911,0,3911,2867,42,0.0
779403558,Existing Customer,56,F,0,Unknown,Married,Less than $40K,Blue,45,5,1,1,1737,0,1737,4611,73,0.0
788994783,Existing Customer,48,F,3,Graduate,Single,Less than $40K,Blue,35,3,4,3,1815,557,1258,4519,76,0.31
715530258,Attrited Customer,46,F,2,Post-Graduate,Single,Unknown,Blue,37,1,3,3,4848,2517,2331,2353,53,0.52
803380383,Existing Customer,46,F,5,Graduate,Divorced,Less than $40K,Blue,40,3,3,3,1592,925,667,4615,90,0.58
716766033,Existing Customer,40,F,4,Unknown,Single,Less than $40K,Blue,31,5,2,3,1768,1242,526,4439,65,0.7
757300008,Existing Customer,44,F,2,Graduate,Single,Unknown,Blue,37,4,3,3,8128,2344,5784,4251,80,0.29
810986883,Existing Customer,45,F,0,High School,Single,Unknown,Blue,40,5,4,0,2557,1898,659,4808,83,0.74
819200133,Existing Customer,44,M,3,Graduate,Unknown,$60K - $80K,Blue,39,5,4,3,2991,642,2349,4646,62,0.22
710410158,Attrited Customer,49,M,2,Graduate,Unknown,$80K - $120K,Blue,38,3,4,3,34516,0,34516,1592,35,0.0
714488433,Existing Customer,45,M,2,Unknown,Married,$80K - $120K,Blue,36,5,2,3,19099,2517,16582,4837,77,0.13
714267858,Existing Customer,44,F,2,High School,Single,Unknown,Blue,37,6,2,1,4559,1680,2879,4934,76,0.37
827062158,Existing Customer,58,M,2,High School,Single,$80K - $120K,Blue,54,6,3,2,22981,1696,21285,4192,66,0.07
710669733,Existing Customer,38,F,1,Graduate,Single,$40K - $60K,Blue,36,4,2,2,2358,1965,393,4922,80,0.83
716498883,Existing Customer,48,M,4,Graduate,Single,$80K - $120K,Blue,36,6,4,1,22067,685,21382,3577,64,0.03
780529908,Existing Customer,43,F,3,College,Single,Less than $40K,Blue,30,3,3,2,2023,1331,692,5098,79,0.66
714028083,Existing Customer,36,F,1,Unknown,Single,Unknown,Blue,31,6,1,2,2222,0,2222,4095,65,0.0
714572208,Existing Customer,59,M,2,Graduate,Single,$60K - $80K,Blue,36,6,3,2,1438,788,650,4297,65,0.55
708976908,Attrited Customer,40,M,3,Post-Graduate,Single,$80K - $120K,Blue,36,4,4,3,8958,0,8958,2131,43,0.0
721409358,Existing Customer,36,F,1,Uneducated,Single,Less than $40K,Blue,21,3,2,1,1937,733,1204,4547,73,0.38
809311758,Existing Customer,40,M,3,Unknown,Single,$60K - $80K,Silver,35,6,3,2,25219,1503,23716,4429,87,0.06
712602708,Attrited Customer,36,M,3,Unknown,Unknown,$80K - $120K,Blue,36,4,1,2,1815,0,1815,2039,34,0.0
789087858,Existing Customer,60,F,0,Graduate,Married,$40K - $60K,Blue,48,4,2,1,3361,2473,888,4589,69,0.74
711264033,Existing Customer,47,M,3,Doctorate,Divorced,$40K - $60K,Blue,36,4,2,3,4786,1516,3270,4973,74,0.32
770180808,Existing Customer,37,F,4,Graduate,Single,Unknown,Blue,31,3,3,2,1438,0,1438,5001,91,0.0
789271533,Existing Customer,51,F,1,Doctorate,Single,Less than $40K,Blue,40,5,3,2,1438,908,530,4653,74,0.63
720152058,Existing Customer,42,F,1,Doctorate,Single,Less than $40K,Blue,35,5,1,3,2725,2444,281,4965,85,0.9
826490133,Existing Customer,42,F,4,Uneducated,Divorced,Unknown,Blue,38,6,3,2,10039,1600,8439,4685,76,0.16
717966933,Existing Customer,45,F,5,Uneducated,Married,Unknown,Blue,37,3,1,1,2467,1446,1021,5024,81,0.59
808669083,Existing Customer,52,F,1,Graduate,Married,Less than $40K,Blue,47,3,1,3,1438,0,1438,5015,68,0.0
771422883,Attrited Customer,57,F,3,Graduate,Married,Less than $40K,Blue,45,1,4,2,1759,186,1573,2705,35,0.11
717570258,Existing Customer,46,M,5,Graduate,Married,Less than $40K,Blue,35,6,2,2,2206,1722,484,4455,67,0.78
708703308,Attrited Customer,35,F,1,Unknown,Married,$40K - $60K,Blue,26,6,4,4,2045,1707,338,2183,39,0.84
789508758,Existing Customer,54,F,2,Unknown,Single,Less than $40K,Blue,46,3,2,3,4170,641,3529,3669,67,0.15
780653208,Existing Customer,47,F,3,College,Married,Less than $40K,Blue,36,5,4,2,3300,2517,783,3784,55,0.76
709077933,Existing Customer,26,F,0,High School,Married,Less than $40K,Blue,18,5,3,2,5422,682,4740,4460,62,0.13
715200783,Existing Customer,56,F,2,Graduate,Married,Unknown,Blue,36,6,2,3,2015,807,1208,5209,76,0.4
710526633,Existing Customer,47,M,2,Unknown,Single,$60K - $80K,Blue,34,3,3,2,2048,1599,449,4855,88,0.78
714186108,Existing Customer,37,F,2,Unknown,Single,Less than $40K,Blue,19,6,5,2,2152,1682,470,4126,71,0.78
820047858,Attrited Customer,44,F,4,Graduate,Unknown,Less than $40K,Blue,39,1,4,2,3017,1868,1149,2096,50,0.62
708894183,Existing Customer,53,M,3,College,Single,$120K +,Silver,44,4,4,2,34516,1073,33443,4485,86,0.03
708186933,Attrited Customer,33,M,1,Graduate,Single,$60K - $80K,Blue,36,4,3,2,1819,725,1094,2254,45,0.4
778937583,Existing Customer,46,F,3,Uneducated,Married,Less than $40K,Blue,29,5,1,1,2228,1449,779,4382,83,0.65
708498033,Attrited Customer,44,F,3,Unknown,Married,Less than $40K,Blue,36,3,4,6,2279,1837,442,2789,52,0.81
815315058,Attrited Customer,48,F,4,High School,Married,$40K - $60K,Blue,43,4,2,2,1438,0,1438,2520,45,0.0
751607058,Existing Customer,45,M,2,Doctorate,Married,$120K +,Blue,38,4,3,3,1686,0,1686,4413,77,0.0
718194858,Existing Customer,48,F,5,Graduate,Single,Unknown,Blue,35,5,2,3,1942,1488,454,4940,88,0.77
827123883,Existing Customer,53,M,4,High School,Single,$60K - $80K,Blue,49,5,1,2,3858,0,3858,4472,92,0.0
711473058,Existing Customer,44,M,4,Graduate,Divorced,$60K - $80K,Blue,32,6,3,2,11651,1368,10283,3870,64,0.12
715197633,Existing Customer,43,M,3,Uneducated,Unknown,$40K - $60K,Blue,38,5,4,2,9449,1914,7535,4658,93,0.2
713512308,Attrited Customer,50,F,0,Graduate,Single,Less than $40K,Blue,41,2,3,1,3423,0,3423,2229,45,0.0
790023408,Existing Customer,47,F,3,Unknown,Single,Less than $40K,Blue,39,6,2,1,2915,2422,493,4037,83,0.83
720403008,Existing Customer,50,F,3,Uneducated,Married,Unknown,Blue,38,4,4,1,11486,0,11486,4918,79,0.0
709581483,Attrited Customer,40,F,4,Doctorate,Married,Less than $40K,Blue,21,1,2,1,2984,2517,467,2373,53,0.84
711201108,Attrited Customer,37,F,3,High School,Single,Less than $40K,Blue,29,3,3,3,1653,0,1653,2284,35,0.0
708784083,Existing Customer,47,F,3,Uneducated,Single,Less than $40K,Blue,36,5,2,1,2723,1588,1135,4307,83,0.58
712838358,Existing Customer,40,F,4,Uneducated,Married,Less than $40K,Blue,31,5,2,3,1438,0,1438,4702,84,0.0
714887808,Attrited Customer,43,F,1,Uneducated,Single,Less than $40K,Blue,36,1,3,2,1818,0,1818,2279,50,0.0
716581983,Existing Customer,56,F,0,College,Married,$40K - $60K,Blue,36,5,2,3,4384,929,3455,4792,91,0.21
716930133,Existing Customer,43,F,3,High School,Unknown,Less than $40K,Blue,36,3,3,2,1824,0,1824,4594,86,0.0
808981608,Existing Customer,50,F,2,Uneducated,Married,Less than $40K,Blue,45,4,1,0,5452,540,4912,4220,66,0.1
709714008,Attrited Customer,50,F,1,Unknown,Single,Unknown,Blue,39,6,3,3,9248,0,9248,2325,45,0.0
811942983,Existing Customer,55,M,2,High School,Married,$120K +,Blue,50,3,2,3,17627,1756,15871,4836,74,0.1
715565058,Existing Customer,27,F,1,Uneducated,Unknown,Less than $40K,Blue,16,3,1,2,1438,0,1438,4479,70,0.0
714519408,Attrited Customer,44,F,3,College,Married,Less than $40K,Blue,36,2,3,3,5357,2139,3218,1979,48,0.4
719153433,Existing Customer,49,F,4,Uneducated,Married,Unknown,Blue,38,4,2,1,2542,850,1692,4972,79,0.33
809127858,Existing Customer,51,F,1,Post-Graduate,Single,$40K - $60K,Blue,46,4,1,3,2275,1219,1056,4807,72,0.54
712740108,Attrited Customer,43,F,4,Uneducated,Divorced,Less than $40K,Blue,33,6,3,1,1706,0,1706,2371,45,0.0
720251358,Attrited Customer,54,F,2,High School,Divorced,Less than $40K,Blue,36,6,3,1,3591,2517,1074,2313,43,0.7
713935533,Existing Customer,44,M,3,Graduate,Single,$40K - $60K,Silver,29,5,1,3,19360,870,18490,3966,78,0.04
710243208,Existing Customer,56,F,4,Unknown,Married,Less than $40K,Blue,44,3,3,2,1707,0,1707,4846,80,0.0
708870408,Existing Customer,53,M,4,Unknown,Single,Less than $40K,Blue,43,6,3,1,3844,2079,1765,4271,56,0.54
795844983,Existing Customer,45,F,3,High School,Married,$40K - $60K,Blue,39,6,4,1,2851,0,2851,3916,64,0.0
828294933,Attrited Customer,49,F,3,High School,Married,Less than $40K,Blue,45,3,2,3,2951,2437,514,2519,36,0.83
713531808,Existing Customer,38,F,1,Doctorate,Married,Less than $40K,Blue,28,6,1,1,1438,0,1438,4475,74,0.0
712307283,Attrited Customer,54,M,1,College,Single,$120K +,Blue,37,6,2,3,9090,2517,6573,2239,43,0.28
715778358,Existing Customer,45,M,5,Graduate,Married,$120K +,Blue,26,6,3,2,34516,797,33719,3643,59,0.02
778910883,Attrited Customer,53,M,2,Unknown,Married,$80K - $120K,Blue,34,4,3,2,1837,875,962,2169,43,0.48
710637183,Existing Customer,48,F,4,Graduate,Single,Unknown,Blue,40,3,3,3,2300,1906,394,4538,71,0.83
712781883,Existing Customer,36,F,1,Uneducated,Married,Less than $40K,Blue,36,6,1,3,2611,537,2074,5121,83,0.21
709664658,Existing Customer,40,M,4,Unknown,Unknown,$80K - $120K,Blue,27,4,3,2,22863,927,21936,4071,69,0.04
717574683,Existing Customer,53,F,3,Unknown,Married,$40K - $60K,Blue,46,6,3,1,2192,1146,1046,4756,85,0.52
771497283,Existing Customer,40,F,2,High School,Divorced,Less than $40K,Blue,28,4,6,3,2917,1310,1607,4736,79,0.45
714991608,Existing Customer,41,F,3,High School,Single,$40K - $60K,Blue,31,3,3,2,1438,913,525,4300,68,0.64
779848383,Attrited Customer,37,F,3,Graduate,Single,Less than $40K,Blue,21,4,2,2,1784,577,1207,2348,47,0.32
715495308,Existing Customer,43,F,4,Graduate,Single,Less than $40K,Blue,36,5,4,1,8919,2231,6688,3923,73,0.25
712431183,Existing Customer,52,F,2,Uneducated,Single,Less than $40K,Blue,37,4,3,1,2164,0,2164,5282,80,0.0
714895608,Existing Customer,48,F,2,Unknown,Single,Unknown,Blue,38,4,4,3,2792,1375,1417,4364,62,0.49
718324983,Existing Customer,60,F,0,College,Married,Less than $40K,Blue,49,5,3,3,1634,1155,479,4522,83,0.71
713541033,Existing Customer,39,F,1,College,Single,Less than $40K,Blue,32,4,2,3,2144,1557,587,4571,85,0.73
771989733,Existing Customer,37,M,2,Unknown,Single,$40K - $60K,Blue,26,4,1,2,3664,1449,2215,4413,65,0.4
789698733,Existing Customer,40,F,4,Uneducated,Married,Less than $40K,Blue,27,5,3,1,4788,1088,3700,4438,78,0.23
787514433,Existing Customer,34,F,3,College,Married,Less than $40K,Blue,23,3,3,3,2164,1176,988,5075,71,0.54
811081083,Existing Customer,48,F,3,Uneducated,Single,Less than $40K,Blue,43,5,4,2,1532,1183,349,4359,78,0.77
717371583,Attrited Customer,56,F,2,Uneducated,Single,Less than $40K,Blue,36,1,3,5,1883,400,1483,1954,45,0.21
715579233,Existing Customer,44,F,3,Doctorate,Single,$40K - $60K,Blue,40,4,1,3,3659,1356,2303,4861,74,0.37
781930233,Existing Customer,47,F,2,High School,Married,Less than $40K,Blue,37,6,1,1,2946,2338,608,4717,70,0.79
716825808,Existing Customer,45,F,3,Uneducated,Divorced,Less than $40K,Blue,36,5,1,0,2697,2216,481,4063,75,0.82
757053408,Existing Customer,47,F,1,Graduate,Single,Unknown,Blue,40,3,1,3,3811,1970,1841,3578,76,0.52
788418933,Existing Customer,35,F,2,Graduate,Married,$40K - $60K,Blue,27,5,2,3,1613,1085,528,5000,85,0.67
788898933,Existing Customer,42,F,4,College,Married,Less than $40K,Blue,27,6,2,1,2043,0,2043,5198,77,0.0
712163433,Attrited Customer,47,M,3,Uneducated,Married,$40K - $60K,Blue,29,1,2,4,1684,644,1040,2164,36,0.38
717343833,Existing Customer,47,F,5,Uneducated,Unknown,Unknown,Blue,34,4,1,3,3127,2094,1033,4518,86,0.67
820868508,Existing Customer,47,M,2,College,Married,$40K - $60K,Blue,43,3,4,1,7106,736,6370,5192,75,0.1
789240258,Existing Customer,50,F,2,Uneducated,Single,$40K - $60K,Blue,35,4,3,1,2784,2458,326,4904,81,0.88
716951658,Existing Customer,51,F,3,High School,Single,$40K - $60K,Blue,38,5,3,1,5536,0,5536,4281,82,0.0
718932633,Existing Customer,45,F,3,College,Married,Less than $40K,Blue,35,3,2,2,1717,1156,561,4301,64,0.67
711487533,Attrited Customer,47,F,3,Unknown,Married,Less than $40K,Blue,38,3,3,2,1438,0,1438,1687,38,0.0
715306983,Attrited Customer,42,M,5,High School,Married,$60K - $80K,Blue,36,1,2,3,1866,0,1866,2833,42,0.0
712771233,Existing Customer,52,M,3,Unknown,Single,$80K - $120K,Blue,36,3,4,1,2516,1268,1248,4461,80,0.5
789637308,Attrited Customer,45,F,2,College,Divorced,$40K - $60K,Blue,39,4,3,4,3076,0,3076,2580,50,0.0
717247383,Existing Customer,48,M,4,Graduate,Single,$40K - $60K,Blue,36,5,2,3,7514,0,7514,4789,69,0.0
714842208,Existing Customer,52,F,2,Graduate,Married,$40K - $60K,Blue,36,6,4,2,2804,1782,1022,4357,69,0.64
794172033,Attrited Customer,58,F,1,Post-Graduate,Divorced,Less than $40K,Blue,52,4,1,3,1817,0,1817,2347,45,0.0
713592408,Existing Customer,43,F,3,High School,Married,Less than $40K,Blue,28,3,3,2,2590,0,2590,3391,66,0.0
709314408,Existing Customer,39,F,2,College,Single,$40K - $60K,Blue,29,5,3,1,4938,1593,3345,4516,82,0.32
715957233,Existing Customer,53,M,3,College,Single,$60K - $80K,Blue,36,5,1,1,19940,2018,17922,4694,75,0.1
719414658,Existing Customer,52,F,0,Graduate,Single,Unknown,Blue,36,3,4,1,12366,0,12366,4880,76,0.0
719632683,Existing Customer,40,M,3,Graduate,Single,$40K - $60K,Blue,30,6,3,3,2583,2235,348,4500,83,0.86
708136908,Existing Customer,62,F,0,Graduate,Single,Less than $40K,Blue,53,5,2,2,2616,801,1815,4655,68,0.31
721393083,Existing Customer,52,F,3,Unknown,Single,$40K - $60K,Blue,45,5,3,1,6053,577,5476,5035,64,0.1
714520233,Attrited Customer,59,F,0,Graduate,Married,Less than $40K,Blue,36,2,3,2,1708,0,1708,1992,38,0.0
709455108,Existing Customer,49,F,4,Unknown,Married,Less than $40K,Blue,33,3,2,1,2393,1667,726,3768,79,0.7
767058183,Existing Customer,53,F,1,Graduate,Divorced,Less than $40K,Blue,46,5,4,3,3424,1333,2091,4485,61,0.39
770800683,Existing Customer,48,F,3,Post-Graduate,Married,Less than $40K,Blue,35,3,3,3,2640,2133,507,4956,72,0.81
779651058,Existing Customer,59,F,0,Unknown,Single,$40K - $60K,Blue,42,6,2,2,1931,1409,522,4797,65,0.73
710443833,Existing Customer,50,M,2,Unknown,Single,$120K +,Blue,38,4,4,2,2123,995,1128,4516,78,0.47
717725433,Attrited Customer,54,F,2,Graduate,Married,$40K - $60K,Blue,44,3,4,2,1606,0,1606,2258,37,0.0
720600858,Existing Customer,41,M,4,Graduate,Married,$60K - $80K,Blue,26,5,2,2,5633,1395,4238,3695,75,0.25
717797658,Existing Customer,57,F,2,Graduate,Married,Less than $40K,Blue,45,6,2,2,1438,740,698,4970,87,0.51
779458383,Existing Customer,50,F,3,High School,Married,Less than $40K,Blue,32,6,2,3,2590,2087,503,4248,73,0.81
788767983,Existing Customer,43,M,5,Unknown,Single,$60K - $80K,Blue,24,3,1,3,4556,0,4556,4273,82,0.0
711994458,Existing Customer,47,F,4,High School,Married,Unknown,Blue,39,6,4,0,1537,0,1537,4234,75,0.0
713948808,Existing Customer,55,M,3,High School,Single,$60K - $80K,Blue,47,3,2,2,1602,962,640,4873,97,0.6
710456658,Existing Customer,50,F,4,Graduate,Married,Less than $40K,Blue,31,4,2,1,2080,1799,281,5130,82,0.86
771531708,Existing Customer,46,F,2,Unknown,Single,Unknown,Blue,34,6,3,1,7565,887,6678,4683,87,0.12
713546883,Existing Customer,47,M,2,Graduate,Divorced,$60K - $80K,Blue,29,5,2,3,4786,1553,3233,5039,76,0.32
711447783,Existing Customer,53,F,2,Graduate,Single,Less than $40K,Blue,38,4,2,3,2375,1353,1022,5000,76,0.57
713746608,Existing Customer,48,F,2,High School,Married,Unknown,Blue,37,3,2,2,8446,908,7538,4240,67,0.11
718020408,Existing Customer,60,F,1,Graduate,Married,Less than $40K,Blue,36,3,4,3,1977,545,1432,4393,72,0.28
719475633,Existing Customer,42,M,3,Post-Graduate,Married,$80K - $120K,Blue,30,6,2,3,13908,0,13908,4319,81,0.0
719654283,Existing Customer,52,F,2,Graduate,Married,$40K - $60K,Silver,42,3,3,2,19220,0,19220,4642,81,0.0
720114633,Existing Customer,44,F,5,High School,Single,Less than $40K,Blue,30,3,3,1,2709,1726,983,5056,89,0.64
816315558,Existing Customer,38,M,1,High School,Single,$60K - $80K,Blue,33,5,4,1,1503,879,624,4439,77,0.58
712567083,Existing Customer,51,M,1,High School,Married,$80K - $120K,Blue,36,5,2,2,9186,0,9186,4986,88,0.0
711302883,Existing Customer,50,F,0,Graduate,Single,Less than $40K,Blue,46,3,2,2,2165,1392,773,4194,72,0.64
719775408,Existing Customer,41,F,4,High School,Single,Unknown,Blue,36,4,2,3,1438,0,1438,5020,85,0.0
712070208,Existing Customer,61,F,1,College,Single,Unknown,Blue,50,4,4,1,6673,2458,4215,4141,82,0.37
718641483,Existing Customer,53,F,3,Graduate,Married,Less than $40K,Blue,42,3,1,1,2404,1109,1295,4519,72,0.46
710690733,Attrited Customer,47,F,3,Graduate,Married,Less than $40K,Blue,35,4,3,2,1666,0,1666,2816,38,0.0
718441308,Existing Customer,41,M,2,Graduate,Single,$60K - $80K,Blue,31,3,1,3,8228,1935,6293,4933,68,0.24
772243833,Existing Customer,54,F,0,Doctorate,Single,Less than $40K,Blue,43,4,1,3,3186,968,2218,4077,75,0.3
711992133,Existing Customer,53,F,1,Uneducated,Married,Less than $40K,Blue,41,4,2,2,2596,868,1728,4801,72,0.33
779084208,Attrited Customer,43,F,3,High School,Divorced,Less than $40K,Blue,24,4,2,2,1662,613,1049,2326,31,0.37
715304958,Attrited Customer,42,F,3,Graduate,Single,Less than $40K,Blue,27,6,2,2,2053,0,2053,3053,50,0.0
713179083,Existing Customer,32,F,2,Uneducated,Single,Unknown,Blue,25,3,2,1,3193,1533,1660,4419,75,0.48
709836258,Existing Customer,45,F,4,Graduate,Married,Less than $40K,Blue,41,5,1,2,1927,1337,590,5127,81,0.69
715950483,Attrited Customer,39,F,1,Uneducated,Married,$40K - $60K,Blue,27,3,3,3,2821,725,2096,2397,35,0.26
798281808,Existing Customer,48,M,4,High School,Married,$60K - $80K,Blue,42,5,4,3,3879,1214,2665,5158,79,0.31
720414558,Existing Customer,56,F,2,Unknown,Married,Less than $40K,Blue,36,6,2,1,1971,922,1049,4827,84,0.47
